customer_id,customer_name,industry,country,region,risk_score,credit_limit
C00390,"Matthews, Johnson and Brown",Auto,Heard Island and McDonald Islands,MEA,54,2582152
C00391,Nelson-Hopkins,Retail,Myanmar,Americas,91,1892211
C00392,Griffin-Johnson,Auto,Nauru,Europe,85,341946
C00393,Castillo PLC,Electronics,Hong Kong,Europe,68,2714203
C00394,Odonnell-Owens,Auto,Zambia,Americas,84,1043816
C00395,Zimmerman-Wright,Pharma,Malaysia,MEA,95,549106
C00396,Watson Inc,FMCG,Aruba,Americas,5,2886400
C00397,"Guerrero, Young and Wright",Auto,Bhutan,MEA,27,2216925
C00398,Reynolds Inc,Auto,Eritrea,APAC,82,3026461
C00399,Lynch-Matthews,Retail,Uganda,Europe,54,2847521
C00400,Powell PLC,Retail,Spain,APAC,36,4931338
C00401,"Ortiz, Gallegos and Livingston",FMCG,Nauru,APAC,39,622679
C00402,Simmons Group,Auto,Portugal,MEA,79,657167
C00403,Patel-Russell,Electronics,Madagascar,Americas,74,2633134
C00404,Hays Inc,Auto,United States of America,APAC,79,2526584
C00405,Sandoval and Sons,Electronics,Pakistan,MEA,97,1703441
C00406,"Todd, Wood and Martinez",FMCG,Spain,APAC,49,4358331
C00407,"Evans, Cohen and Guerra",Electronics,Cote d'Ivoire,APAC,41,316429
C00408,Reyes PLC,Retail,Azerbaijan,APAC,6,1183303
C00409,Gray Inc,Electronics,British Indian Ocean Territory (Chagos Archipelago),MEA,96,297678
C00410,Little-Mccarthy,Auto,Ecuador,APAC,93,4901391
C00411,Hodge Group,Electronics,United States of America,Europe,38,3977938
C00412,Meza-Thomas,Retail,Anguilla,Europe,12,198917
C00413,"Chen, Garrett and Jones",Electronics,Netherlands,Europe,97,2309765
C00414,"Evans, Howard and Weeks",Electronics,French Southern Territories,MEA,41,1586345
C00415,"Wilson, Stout and Gonzalez",Retail,Iran,Americas,78,4549425
C00416,"Gallagher, Chambers and Davis",Electronics,Equatorial Guinea,Europe,56,2264269
C00417,"Robinson, Cortez and Black",Auto,Solomon Islands,Americas,70,4652843
C00418,Lawrence-King,Pharma,Haiti,Europe,48,3265705
C00419,Castaneda-Hernandez,Auto,Tonga,Americas,73,470205
C00420,"Morrow, Price and Mcdaniel",Auto,Angola,MEA,41,575682
C00421,Perkins-Klein,Pharma,Greece,APAC,27,3386497
C00422,"Watson, Malone and Reed",Electronics,Moldova,MEA,57,368660
C00423,"Hopkins, Rubio and Wong",FMCG,Palau,APAC,59,2969057
C00424,Moran and Sons,Electronics,Japan,Europe,53,2566659
C00425,"Ray, Hartman and Brown",Retail,Macao,Americas,10,4910541
C00426,"Beck, Hunter and Wright",FMCG,Cocos (Keeling) Islands,Americas,9,1715064
C00427,Frazier Group,FMCG,Aruba,Americas,90,813072
C00428,Jackson-Lee,FMCG,Turks and Caicos Islands,Americas,98,2923980
C00429,Middleton Group,Electronics,Norfolk Island,APAC,84,3368124
C00430,"Harrison, Braun and Cook",Electronics,Andorra,MEA,83,2649514
C00431,Cruz-Ballard,Auto,Taiwan,MEA,67,3227572
C00432,Mayer-Martin,Electronics,Estonia,Americas,84,3455569
C00433,"Hunter, Figueroa and Warren",FMCG,Pitcairn Islands,MEA,26,621270
C00434,Thornton-Stewart,Electronics,Korea,Europe,32,4748811
C00435,Hunt Inc,Retail,Lithuania,Americas,24,4656793
C00436,Johnson-Davis,Pharma,Sweden,Europe,18,465176
C00437,Murphy LLC,Auto,Azerbaijan,Americas,9,1340981
C00438,Hernandez LLC,Electronics,Cameroon,Americas,80,1603917
C00439,Dominguez-Boyd,Electronics,British Virgin Islands,APAC,42,2032610
C00440,Mcdowell-Brewer,FMCG,Uganda,APAC,32,3354809
C00441,Pittman-Wilson,FMCG,Niger,MEA,30,2784585
C00442,"Martin, Vance and Sanchez",Pharma,Anguilla,MEA,23,3253784
C00443,Miller LLC,Auto,Lebanon,MEA,31,3335321
C00444,Ramirez-Wall,FMCG,Hungary,MEA,79,1032937
C00445,Johnston Ltd,Auto,Myanmar,Americas,64,2309727
C00446,"Barnes, Thompson and Aguilar",Electronics,Iceland,Europe,82,4712414
C00447,Walker-Lyons,Auto,Togo,MEA,82,3353201
C00448,"Hendrix, Ray and Page",FMCG,Ghana,APAC,23,935595
C00449,Robles Inc,Pharma,Libyan Arab Jamahiriya,APAC,10,216526
C00450,King and Sons,Retail,Andorra,Europe,7,2646746
C00451,"Spears, Cunningham and Rios",Electronics,Taiwan,Americas,85,4813909
C00452,"Anderson, Contreras and Russell",Electronics,South Georgia and the South Sandwich Islands,APAC,36,2480342
C00453,Dennis-Hughes,FMCG,Guyana,Americas,19,3447244
C00454,"Henry, Humphrey and Armstrong",Pharma,Puerto Rico,APAC,1,3408940
C00455,"Williams, Mcdonald and Miller",Electronics,Guinea-Bissau,Europe,83,2000581
C00456,"Gonzalez, Clark and Ward",Pharma,Comoros,Americas,13,4273168
C00457,Smith-Patel,Retail,Antarctica (the territory South of 60 deg S),APAC,98,1520821
C00458,Curtis LLC,FMCG,Chad,APAC,70,3363685
C00459,"Kent, Barker and Watts",Pharma,Barbados,Europe,43,1453982
C00460,Orozco Group,Auto,Taiwan,Europe,86,308328
C00461,Ramirez-Rivera,Auto,Afghanistan,MEA,35,2510040
C00462,"Turner, Williams and Smith",Pharma,Luxembourg,Americas,4,2510975
C00463,Anderson-Griffin,Auto,Bouvet Island (Bouvetoya),Europe,21,3203211
C00464,Santana-Jones,Retail,Netherlands Antilles,Americas,91,1325309
C00465,Mckinney-Austin,Auto,Equatorial Guinea,APAC,13,2422273
C00466,Morrison PLC,FMCG,Peru,Europe,22,3670525
C00467,Ward-Cherry,Auto,Germany,MEA,11,2751831
C00468,"Jackson, Schmidt and Williams",FMCG,United States of America,Europe,98,477197
C00469,Henderson Ltd,Pharma,Qatar,Europe,46,4187897
C00470,"Hartman, Flores and Johnson",Pharma,Netherlands,APAC,93,3524909
C00471,"Waters, Howard and Ayers",Pharma,Latvia,MEA,69,331792
C00472,Glover and Sons,FMCG,Ghana,Americas,89,2278140
C00473,"Hill, Blackwell and Li",Retail,Saint Pierre and Miquelon,APAC,92,570471
C00474,Larsen-Peters,Pharma,Qatar,APAC,73,2884754
C00475,"Collins, Thompson and Hill",Auto,French Polynesia,MEA,85,3251776
C00476,Welch PLC,Electronics,American Samoa,Americas,20,3489265
C00477,"Atkinson, Wilcox and Richardson",Auto,Iran,APAC,66,1961560
C00478,"Long, Johnson and Briggs",Pharma,El Salvador,Europe,75,2286774
C00479,Guerra Inc,Auto,Tanzania,APAC,58,3402276
C00480,"Ford, Snow and Olson",Auto,Heard Island and McDonald Islands,APAC,82,3811620
C00481,"Martin, Mitchell and Jefferson",Auto,Greenland,APAC,68,2081903
C00482,Wilson PLC,Pharma,Puerto Rico,APAC,55,1766675
C00483,Campbell-Dominguez,Auto,Dominican Republic,MEA,89,4818193
C00484,Thomas-Davis,Auto,Maldives,MEA,30,1552711
C00485,Barker-Watts,FMCG,Monaco,APAC,72,3316371
C00486,Anderson PLC,Pharma,Kenya,Americas,56,991735
C00487,"Gutierrez, Kennedy and Jones",Auto,Korea,MEA,24,4963316
C00488,"Dean, Griffin and Richmond",Pharma,Sao Tome and Principe,MEA,94,423392
C00489,"Campbell, Stewart and Brown",Electronics,Cuba,Europe,59,2801035
C00490,Hammond-Mathews,FMCG,Montserrat,APAC,92,3244324
C00491,"Smith, Cross and Mullen",Pharma,Papua New Guinea,APAC,84,4654214
C00492,Villegas-Perry,Retail,Netherlands Antilles,Europe,29,2772653
C00493,"Washington, Bennett and Bush",FMCG,Bahrain,Europe,25,3459207
C00494,Brown Group,Pharma,Myanmar,MEA,95,1600605
C00495,Yates-Phillips,Pharma,Spain,Americas,41,2031614
C00496,Martin Ltd,Auto,France,APAC,32,3076661
C00497,Sullivan-Young,Auto,Malaysia,Europe,46,1256434
C00498,Rocha-Sharp,Retail,Italy,Americas,75,3536856
C00499,Hogan and Sons,FMCG,Palestinian Territory,APAC,9,3123233
C00500,Murphy-Ramirez,Retail,Austria,MEA,9,4301641
C00501,"Martinez, Peterson and Myers",Electronics,Colombia,APAC,70,3658739
C00502,"Mitchell, Barrett and Mcdaniel",Pharma,Cameroon,MEA,89,281368
C00503,"Cochran, Ross and Villanueva",Auto,Guinea,Europe,27,3700853
C00504,"Watson, Fox and Clements",Pharma,Swaziland,Americas,45,3030928
C00505,"Doyle, Carr and Mendez",Auto,Jordan,APAC,34,84594
C00506,Lewis-Hughes,Retail,Mexico,Europe,58,2049231
C00507,Potts-Fowler,Auto,Guernsey,Americas,60,4572121
C00508,Price and Sons,Auto,Mozambique,APAC,18,703955
C00509,Holmes PLC,Auto,Togo,Americas,64,1675770
C00510,"Frank, Shelton and Rogers",Retail,Cook Islands,Americas,12,2069561
C00511,Ware-Johnson,Retail,Costa Rica,APAC,74,4161297
C00512,"Patterson, Hubbard and Hunt",Electronics,Vietnam,Europe,49,501364
C00513,Jones Inc,Retail,Namibia,APAC,53,1682169
C00514,Sanchez LLC,Retail,United States Minor Outlying Islands,MEA,87,1065582
C00515,Collins-Roberts,FMCG,Guatemala,Europe,53,2071185
C00516,"Clayton, James and Strickland",Retail,Togo,Europe,9,4208516
C00517,Browning PLC,Pharma,Mauritania,Europe,38,3140365
C00518,Ward PLC,Electronics,Botswana,APAC,9,4077855
C00519,Gregory Group,Pharma,Haiti,MEA,63,1352465
C00520,Smith-Brock,FMCG,Sri Lanka,MEA,77,4497791
C00521,Stewart-Richardson,Auto,Romania,Americas,97,2701014
C00522,Ward LLC,Retail,Heard Island and McDonald Islands,MEA,46,2406811
C00523,"Vasquez, Smith and Bell",FMCG,Andorra,MEA,87,3422858
C00524,Jones-Allen,Auto,Sudan,Europe,40,2879640
C00525,Lopez-Garcia,Electronics,Zambia,APAC,76,2272029
C00526,"Hicks, Lam and Jones",Pharma,Mali,Europe,48,1206182
C00527,"Johnson, Parker and Odonnell",FMCG,Antigua and Barbuda,Americas,3,4175571
C00528,Keller PLC,Retail,Zimbabwe,Europe,89,2569184
C00529,"Howell, Smith and Snyder",FMCG,Antigua and Barbuda,Europe,17,134714
C00530,Edwards-Nguyen,Auto,Lesotho,Europe,68,1265796
C00531,Huber-Rodriguez,Electronics,French Southern Territories,Europe,9,796457
C00532,"Mcgee, Schneider and Villanueva",Electronics,Korea,Europe,11,488624
C00533,Banks Inc,FMCG,Netherlands,Europe,35,4894080
C00534,Rhodes-Price,FMCG,Iran,Europe,85,2654313
C00535,Wong LLC,Electronics,Tuvalu,Americas,36,945771
C00536,Khan-Sheppard,Pharma,Dominica,Americas,89,2922824
C00537,"Collier, Thomas and Obrien",Retail,Kiribati,Americas,25,2236939
C00538,Kelly-Martin,Electronics,Costa Rica,Americas,46,819106
C00539,Rivera-Garcia,Retail,South Georgia and the South Sandwich Islands,Americas,4,2921345
C00540,Galvan Group,Auto,United Arab Emirates,APAC,53,3786105
C00541,Thomas-Young,Retail,Ecuador,MEA,95,2283557
C00542,Williams-Gill,FMCG,Algeria,Europe,9,61273
C00543,Brown-Huff,Retail,Pakistan,APAC,58,3079145
C00544,Carney Group,Retail,Latvia,Europe,84,2417615
C00545,Fry-Chapman,FMCG,Comoros,APAC,8,4118141
C00546,Hughes and Sons,Electronics,Mozambique,Europe,97,3538823
C00547,"Stanley, Walker and Collins",Auto,Jordan,Americas,72,1335649
C00548,Pena-Lang,Electronics,Liberia,Americas,75,4751341
C00549,Castillo PLC,Auto,Tuvalu,Europe,7,4651377
C00550,"James, Andrews and Hughes",Electronics,Korea,APAC,92,3227721
C00551,"Castillo, Bailey and Davis",Retail,Afghanistan,Americas,1,2891593
C00552,"Norman, Webster and Thomas",Auto,Bulgaria,MEA,9,4881266
C00553,Lin PLC,Auto,France,MEA,30,3631092
C00554,"Johnson, Dunn and Washington",Pharma,Indonesia,Europe,62,2111031
C00555,Gregory-Baker,Retail,Tuvalu,Europe,52,1494426
C00556,Banks PLC,Auto,Gibraltar,MEA,3,1408933
C00557,Maldonado and Sons,FMCG,Niger,APAC,3,2388510
C00558,Martin LLC,Pharma,Cape Verde,APAC,76,1677981
C00559,Conway-Reyes,Electronics,Heard Island and McDonald Islands,MEA,46,3391329
C00560,Brown-Harris,FMCG,Angola,MEA,73,2894669
C00561,"Pearson, Nunez and Reed",Pharma,Taiwan,Europe,4,1041906
C00562,"Parsons, Rogers and Brown",Electronics,Sweden,Americas,11,470605
C00563,Cardenas-Rios,FMCG,Guatemala,Americas,45,2503863
C00564,Carroll LLC,Auto,Saint Barthelemy,Americas,74,2291399
C00565,Huang-Little,FMCG,Saint Pierre and Miquelon,Americas,31,2320918
C00566,Henderson-Peterson,Pharma,Madagascar,APAC,30,3493535
C00567,Cherry-Williams,Electronics,Japan,Europe,62,3250016
C00568,"Walters, Wilson and Jefferson",Electronics,Bouvet Island (Bouvetoya),Europe,52,262728
C00569,Shelton-Brooks,Retail,Paraguay,MEA,11,2176896
C00570,Vega-Martinez,Pharma,Cote d'Ivoire,Europe,70,4258734
C00571,Contreras Group,Pharma,Thailand,Americas,71,2879403
C00572,Livingston-Ward,Electronics,Algeria,APAC,42,3747699
C00573,Howell Group,FMCG,Jordan,APAC,35,607042
C00574,Bowen and Sons,FMCG,Niue,MEA,95,1775833
C00575,Davis PLC,Auto,Mozambique,Europe,56,1758921
C00576,"Weiss, Taylor and Ross",Auto,Bolivia,APAC,7,4405017
C00577,Tucker and Sons,Retail,Suriname,APAC,52,2275451
C00578,Brooks-Schmidt,Electronics,Vanuatu,MEA,71,1849288
C00579,Edwards-Garcia,Retail,Dominican Republic,APAC,23,3774021
C00580,Hurst-Marsh,Retail,North Macedonia,Americas,75,2092130
C00581,Rodriguez-Brown,Pharma,Tunisia,Europe,86,1004314
C00582,Garrett and Sons,Electronics,Indonesia,Europe,96,63811
C00583,Edwards Group,Pharma,Pakistan,Europe,8,4691114
C00584,Meyer-Miller,Retail,Gibraltar,APAC,15,2475038
C00585,"Leonard, Parrish and Bailey",Electronics,French Guiana,Europe,28,3678330
C00586,Miranda Group,Retail,Libyan Arab Jamahiriya,APAC,64,290125
C00587,Aguilar-Santana,Electronics,Gabon,Americas,94,3943596
C00588,Jefferson-Beard,Electronics,Burundi,APAC,10,3976245
C00589,Eaton-Juarez,Electronics,Nicaragua,Europe,52,1142331
C00590,Beard-Barton,Electronics,Iran,Americas,29,4849144
C00591,Bentley-Cowan,Pharma,Liechtenstein,MEA,21,3734519
C00592,Warren-Ward,FMCG,Qatar,Europe,11,609097
C00593,Johnson-Griffin,Electronics,Lao People's Democratic Republic,Europe,9,810415
C00594,Lewis-Lowery,Auto,Mali,Europe,80,3745948
C00595,Smith LLC,Pharma,Chile,Europe,55,4796918
C00596,"Edwards, Thompson and Calderon",Electronics,Georgia,Americas,80,1858342
C00597,Owen Inc,Electronics,Turkey,MEA,14,3831060
C00598,Brown Group,Retail,Saint Lucia,Americas,79,679981
C00599,"Smith, Juarez and Long",Retail,Papua New Guinea,Europe,53,1291764
C00600,Bauer LLC,FMCG,Pitcairn Islands,Americas,74,3690678
C00601,Williams-Martin,FMCG,Palestinian Territory,Americas,10,4276143
C00602,"Craig, Williams and Gonzalez",Electronics,Lao People's Democratic Republic,Europe,45,4058920
C00603,Rivera LLC,Pharma,Netherlands,Americas,86,3203633
C00604,"Wilson, Mullins and Bradley",Retail,Canada,APAC,57,4167768
C00605,Allen Group,FMCG,Nepal,APAC,73,2520984
C00606,Evans Ltd,Pharma,Trinidad and Tobago,APAC,35,961935
C00607,Robinson-Juarez,FMCG,New Zealand,MEA,18,3571766
C00608,Baker-Tran,Electronics,Svalbard & Jan Mayen Islands,MEA,23,3918953
C00609,Valentine-Hines,Auto,Latvia,Europe,13,1761660
C00610,Austin and Sons,Electronics,Qatar,Europe,64,1939494
C00611,Parker Group,Electronics,Nicaragua,Europe,84,3265640
C00612,Williams Group,Electronics,Cambodia,Europe,73,2570798
C00613,"Davis, Lester and Day",Pharma,Saint Helena,APAC,94,2836266
C00614,Phillips-Martinez,Auto,Isle of Man,APAC,2,4349605
C00615,Nunez PLC,Pharma,Romania,Europe,57,4433461
C00616,Wade LLC,Auto,Czech Republic,Europe,60,242880
C00617,"Ruiz, Rowland and Price",FMCG,Albania,APAC,4,1626856
C00618,"Vasquez, Sanchez and Morales",Electronics,Antarctica (the territory South of 60 deg S),MEA,46,3839104
C00619,Brown-Pena,Retail,Dominican Republic,APAC,3,54182
C00620,Nguyen-Nelson,Pharma,New Zealand,MEA,49,1648945
C00621,Cook-Kemp,FMCG,Lebanon,MEA,58,4261385
C00622,Gonzales PLC,FMCG,Wallis and Futuna,Europe,69,2938802
C00623,"Garza, Ruiz and Shaffer",Electronics,Lithuania,APAC,10,2895968
C00624,"Garcia, Hill and Yates",FMCG,El Salvador,APAC,52,2580432
C00625,"Bartlett, Frost and Lewis",Pharma,Colombia,Europe,82,2186369
C00626,Buchanan Ltd,Electronics,Russian Federation,APAC,25,1995930
C00627,"Mccarthy, Alvarado and Robinson",FMCG,Aruba,APAC,6,1110811
C00628,Gonzalez-Sawyer,Retail,Ukraine,MEA,77,1354065
C00629,"Hurley, Mercado and Hernandez",Auto,Kazakhstan,Americas,62,528297
C00630,Garner and Sons,Retail,Cote d'Ivoire,Americas,33,2993926
C00631,"Cole, Franklin and Castillo",Auto,Zimbabwe,Europe,34,3959541
C00632,Kelley Ltd,Pharma,Botswana,Americas,97,781789
C00633,"Levine, Thompson and Munoz",Pharma,Taiwan,Europe,80,4481114
C00634,Parks Ltd,Electronics,Moldova,APAC,38,2991952
C00635,"Hammond, Pope and Wood",Electronics,Kiribati,MEA,12,1145012
C00636,Cortez Ltd,Electronics,Guyana,Americas,27,2197868
C00637,"Lee, Johnson and Gutierrez",Retail,Egypt,APAC,90,2720955
C00638,Smith-Jimenez,Retail,Paraguay,APAC,39,2277032
C00639,Callahan PLC,Electronics,Bahrain,Europe,8,558971
C00640,"Quinn, Sullivan and Murphy",FMCG,Kyrgyz Republic,Europe,96,3595407
C00641,"Travis, Lloyd and Davis",Pharma,Gabon,MEA,92,1343835
C00642,"Watkins, Neal and Mcmillan",Retail,Christmas Island,APAC,13,1873750
C00643,Moran LLC,Retail,Italy,Europe,55,2288265
C00644,Kelley and Sons,Retail,British Indian Ocean Territory (Chagos Archipelago),APAC,92,3448619
C00645,Goodman-Wagner,Auto,Samoa,Americas,50,4170765
C00646,Smith-Herman,FMCG,Guyana,Europe,51,2457251
C00647,"Murray, Reese and Richardson",Pharma,Jordan,APAC,67,550192
C00648,Mcclain and Sons,Pharma,Bahamas,Europe,6,3099676
C00649,Ramirez-Murray,Pharma,Saint Vincent and the Grenadines,Europe,22,1638037
C00650,Brown Ltd,Auto,Cameroon,APAC,33,2182891
C00651,"King, Valencia and Washington",Retail,Comoros,APAC,55,1171031
C00652,"Harvey, Rodriguez and Anderson",Retail,Sweden,Americas,63,4666707
C00653,Walters-Cabrera,Auto,Comoros,MEA,10,462197
C00654,Adkins Ltd,Electronics,Sri Lanka,MEA,15,3207696
C00655,"Morris, Stark and Wells",Retail,Cote d'Ivoire,Europe,41,1097560
C00656,Smith Inc,Pharma,Lesotho,MEA,44,1136019
C00657,Francis-Rose,Electronics,South Africa,APAC,45,508650
C00658,Crawford-Harrison,Retail,Gambia,Europe,89,4138766
C00659,Stevens-Bowman,FMCG,Ethiopia,Americas,14,1675578
C00660,Combs-Stewart,Pharma,Brunei Darussalam,Americas,77,3998693
C00661,Miller PLC,Pharma,Palau,Americas,93,70096
C00662,Flores-Harrell,Electronics,Netherlands,Americas,70,2388951
C00663,"Smith, Foley and Mcgrath",FMCG,Micronesia,APAC,30,2574306
C00664,Glover-Williams,FMCG,El Salvador,Europe,11,1418078
C00665,Santos-Tate,Pharma,Samoa,MEA,35,3756828
C00666,Sutton Inc,Auto,Samoa,APAC,38,1000692
C00667,Wilson-Perry,Pharma,Saint Helena,Americas,62,2315377
C00668,Johnson-Mays,Pharma,Cameroon,MEA,13,1446702
C00669,Cook Ltd,Retail,Ireland,Americas,55,861517
C00670,"Sanchez, Hughes and Mccullough",Pharma,Norfolk Island,Europe,8,1227458
C00671,Matthews and Sons,Retail,Mauritania,Americas,53,2886566
C00672,Sloan Group,Auto,Niger,MEA,22,242090
C00673,Adams-Harris,Electronics,Papua New Guinea,APAC,59,4331645
C00674,"Gutierrez, Warner and Graves",FMCG,Saudi Arabia,Europe,17,3989202
C00675,"Hanson, Hoover and Wilcox",Auto,South Africa,MEA,20,219549
C00676,Robertson-Olson,Pharma,Philippines,MEA,78,4279674
C00677,Gomez Inc,Auto,Sri Lanka,MEA,16,2170849
C00678,Phillips Ltd,Electronics,Greece,Europe,99,4844405
C00679,Strong-James,FMCG,Bouvet Island (Bouvetoya),Americas,69,2228609
C00680,"Larsen, Hartman and Jenkins",Auto,Marshall Islands,MEA,25,4170045
C00681,Mann Ltd,Auto,Spain,Americas,1,2606244
C00682,Ortiz-Davis,Electronics,Maldives,Europe,18,3585588
C00683,Campbell Group,Auto,Pakistan,MEA,40,2083455
C00684,Williams-Moore,Electronics,Sri Lanka,MEA,8,67800
C00685,Parker-Larsen,Electronics,Cyprus,MEA,56,2857273
C00686,White-Allison,Electronics,Mayotte,MEA,30,130860
C00687,King-Martinez,FMCG,Antarctica (the territory South of 60 deg S),Americas,2,2399917
C00688,Dennis-Cannon,Retail,Korea,Americas,70,1081077
C00689,James-Keith,FMCG,Cameroon,Europe,60,406805
C00690,Allen LLC,FMCG,Ukraine,APAC,39,1104400
C00691,King Group,Auto,Martinique,APAC,12,516730
C00692,Anderson and Sons,Retail,Burkina Faso,APAC,56,1752738
C00693,Vance-Bender,Electronics,Burundi,Americas,49,170822
C00694,Smith-Burnett,Pharma,Croatia,Europe,39,4592901
C00695,Scott PLC,FMCG,Estonia,Americas,62,867409
C00696,Warner Inc,Electronics,Monaco,Europe,80,3201986
C00697,Lewis and Sons,Retail,Puerto Rico,Americas,53,489170
C00698,Hunt-Rose,Pharma,Cuba,MEA,90,2055124
C00699,"Cisneros, Lynn and Hogan",FMCG,Lithuania,MEA,66,137492
C00700,Hayes PLC,Pharma,Dominica,Europe,43,2796724
C00701,Wagner-Jackson,Electronics,Kyrgyz Republic,Americas,33,3580917
C00702,"Garcia, Arnold and Jackson",Pharma,Iceland,APAC,51,2789654
C00703,"Kelley, White and Garcia",Auto,Palau,Europe,9,1883365
C00704,Wang PLC,Auto,El Salvador,MEA,30,1146881
C00705,"Wolf, Thomas and Lewis",Pharma,Finland,MEA,84,1194832
C00706,"Ford, Watts and Fernandez",FMCG,Saint Pierre and Miquelon,APAC,50,923905
C00707,Matthews-Schultz,Retail,Zambia,MEA,85,777319
C00708,Johnson Group,Electronics,Mexico,MEA,19,3588481
C00709,Clark and Sons,Retail,Grenada,APAC,40,3711370
C00710,Brown-Wilson,Electronics,Niue,APAC,96,827076
C00711,Thomas LLC,Retail,Ukraine,Europe,57,2467288
C00712,Becker Inc,Retail,Greenland,Americas,76,3609127
C00713,George-Freeman,FMCG,United Kingdom,Europe,36,4602018
C00714,"Allison, Villanueva and Lee",FMCG,Slovenia,Europe,74,303893
C00715,Wilson LLC,Auto,Guinea,Americas,51,600647
C00716,Baker-Palmer,Pharma,British Indian Ocean Territory (Chagos Archipelago),Americas,20,76997
C00717,Smith Group,Electronics,Madagascar,APAC,20,2105916
C00718,Green Group,FMCG,Jordan,Americas,60,2460100
C00719,"Garcia, Morris and Perry",Retail,Libyan Arab Jamahiriya,Americas,36,2473081
C00720,Davis-Carr,Pharma,Tonga,APAC,32,1420992
C00721,"Bailey, Mcgee and Gardner",Electronics,Niue,Americas,42,1434069
C00722,"Harmon, Ramos and Hensley",Electronics,Vietnam,Americas,28,1200257
C00723,Young and Sons,Auto,Chad,APAC,87,2735696
C00724,Stephens Ltd,FMCG,Antigua and Barbuda,Americas,58,3677665
C00725,"Garcia, Gordon and Parker",Auto,Fiji,MEA,2,814126
C00726,"Reynolds, Lara and Powell",Electronics,Libyan Arab Jamahiriya,MEA,43,2197555
C00727,Patel-Pratt,Pharma,Bulgaria,Europe,59,4773071
C00728,"Ramirez, Mcmillan and Lee",FMCG,Senegal,APAC,23,4337547
C00729,May Ltd,Pharma,Namibia,APAC,6,3334836
C00730,Hurst-Sherman,Auto,Maldives,Americas,10,2101915
C00731,Fox and Sons,FMCG,Niue,MEA,43,3654754
C00732,Taylor Ltd,Retail,Tajikistan,Europe,3,3367260
C00733,Diaz PLC,Retail,Dominican Republic,Americas,69,210883
C00734,Wright Inc,FMCG,Nigeria,Europe,40,3312957
C00735,"Thomas, Mccormick and Lawrence",Electronics,Oman,Europe,87,3628776
C00736,"Romero, Patel and Murillo",Pharma,Mozambique,Americas,3,160294
C00737,Fox-Wilson,Auto,Algeria,Americas,39,374284
C00738,"Shannon, Wagner and Gonzalez",FMCG,Guadeloupe,APAC,32,2075073
C00739,Mcdonald-Burgess,Pharma,Guinea-Bissau,Europe,92,223994
C00740,Stephens-Bradshaw,Auto,North Macedonia,Americas,57,2649564
C00741,Torres-Valentine,Pharma,Wallis and Futuna,Americas,30,3612520
C00742,"Davenport, Riley and Russell",Auto,Tuvalu,MEA,77,2457042
C00743,"Paul, Elliott and Perez",Retail,Hungary,MEA,6,2088631
C00744,"Kim, Ashley and Fleming",Pharma,Vanuatu,Europe,77,994763
C00745,"Richardson, Mccoy and Moore",FMCG,Bouvet Island (Bouvetoya),APAC,75,4379835
C00746,Espinoza-Ortiz,FMCG,Turkmenistan,Americas,39,1891899
C00747,"Mcdonald, Murphy and Smith",FMCG,Japan,Americas,99,3569279
C00748,Howe Group,Electronics,South Africa,APAC,22,1874978
C00749,"Boyle, Chambers and Clark",Pharma,Suriname,Americas,7,3448725
C00750,Irwin Group,Auto,France,Europe,86,251049
C00751,Chambers PLC,Auto,Guadeloupe,Americas,41,2149599
C00752,Davidson LLC,Electronics,Jersey,MEA,85,169869
C00753,West-Gray,Auto,Malta,APAC,47,1308081
C00754,Taylor-Caldwell,Electronics,Niger,APAC,26,3589795
C00755,"Ritter, Macdonald and Lyons",Pharma,Bhutan,MEA,20,4855160
C00756,"Cox, Kelly and Hale",FMCG,Nigeria,APAC,40,4945467
C00757,Frederick LLC,FMCG,Sierra Leone,APAC,69,4872727
C00758,"Aguirre, Herman and Anderson",Retail,Guyana,MEA,37,1359867
C00759,Romero-Lambert,Electronics,Portugal,MEA,27,3029058
C00760,"Barnes, Giles and Lane",Pharma,Afghanistan,MEA,90,1757482
C00761,Wheeler-Fletcher,Auto,Morocco,Europe,36,1773367
C00762,"Owens, Davis and Gutierrez",Auto,Micronesia,APAC,92,3604268
C00763,"Bradford, Moss and Clayton",FMCG,Cyprus,MEA,77,1441150
C00764,"Middleton, Joseph and Nguyen",Retail,Chile,Americas,47,3798061
C00765,Rodriguez Inc,FMCG,Saint Helena,MEA,45,743380
C00766,"Harvey, Johnson and Nguyen",FMCG,Somalia,Europe,9,4999403
C00767,"Barry, Pratt and Martin",Pharma,Madagascar,Americas,15,3925937
C00768,Garcia-Wagner,FMCG,Thailand,MEA,4,2356268
C00769,Mercado and Sons,Retail,Kyrgyz Republic,APAC,54,1159685
C00770,Mitchell-Branch,Pharma,Christmas Island,APAC,90,379357
C00771,"Abbott, Taylor and Fuller",FMCG,El Salvador,Americas,20,3639654
C00772,Rogers-Johnson,Electronics,Cape Verde,MEA,68,2392408
C00773,"Chambers, Brown and Brown",Retail,Hungary,Americas,82,1152851
C00774,"Green, Holland and Davis",Pharma,Mongolia,Americas,57,4789153
C00775,"Gutierrez, Powell and Berry",Electronics,El Salvador,Europe,5,3688937
C00776,Gill-Friedman,Auto,Solomon Islands,Americas,93,4953581
C00777,"Strong, Castro and Simmons",Pharma,United Kingdom,MEA,94,392844
