payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
P001141,INV01141,2025-05-21,32045.980000000003,Wire,Full
P001142,INV01142,2026-04-17,17532.1,Wire,Full
P001143,INV01143,2025-05-18,13198.42,Wire,Full
P001144,INV01144,2025-07-28,18887.56,Credit Card,Full
P001145,INV01145,2025-05-05,0.0,Wire,Failed
P001146,INV01146,2026-04-27,44874.8,Credit Card,Full
P001147,INV01147,2026-01-09,16139.15,Wire,Partial
P001148,INV01148,2026-02-04,0.0,Bank Transfer,Failed
P001149,INV01149,2025-05-05,5575.94,Credit Card,Partial
P001150,INV01150,2025-07-29,28681.690000000002,Bank Transfer,Full
P001151,INV01151,2024-09-18,0.0,Credit Card,Failed
P001152,INV01152,2024-11-03,13818.83,Wire,Full
P001153,INV01153,2025-04-13,0.0,Bank Transfer,Failed
P001154,INV01154,2025-11-29,43789.01,Bank Transfer,Full
P001155,INV01155,2026-05-03,16149.01,Credit Card,Full
P001156,INV01156,2026-01-09,19298.16,Credit Card,Full
P001157,INV01157,2025-01-04,55381.47,Bank Transfer,Full
P001158,INV01158,2025-08-06,35159.01,Bank Transfer,Full
P001159,INV01159,2025-10-18,8814.1,Bank Transfer,Full
P001160,INV01160,2024-11-22,27227.48,Wire,Full
P001161,INV01161,2024-12-21,47482.78,Bank Transfer,Full
P001162,INV01162,2024-09-24,6626.71,Bank Transfer,Full
P001163,INV01163,2025-10-27,50232.259999999995,Bank Transfer,Full
P001164,INV01164,2025-08-09,51729.13,Wire,Full
P001165,INV01165,2024-11-29,13788.92,Credit Card,Full
P001166,INV01166,2026-05-30,27579.9,Wire,Full
P001167,INV01167,2025-02-20,19600.38,Credit Card,Partial
P001168,INV01168,2025-10-20,29778.129999999997,Credit Card,Full
P001169,INV01169,2024-09-15,51370.04,Wire,Full
P001170,INV01170,2025-10-14,0.0,Wire,Failed
P001171,INV01171,2026-01-07,17270.1,Bank Transfer,Full
P001172,INV01172,2025-04-12,42834.44,Wire,Full
P001173,INV01173,2024-08-25,24457.88,Wire,Full
P001174,INV01174,2025-04-23,52612.94,Wire,Full
P001175,INV01175,2024-07-07,15896.599999999999,Credit Card,Full
P001176,INV01176,2025-11-23,0.0,Wire,Failed
P001177,INV01177,2026-01-15,15451.54,Wire,Full
P001178,INV01178,2024-09-30,27938.41,Wire,Partial
P001179,INV01179,2025-10-27,30727.85,Credit Card,Full
P001180,INV01180,2026-02-02,41221.78,Bank Transfer,Full
P001181,INV01181,2025-04-15,3988.96,Bank Transfer,Full
P001182,INV01182,2026-01-08,22394.82,Wire,Full
P001183,INV01183,2026-02-27,59976.03,Credit Card,Full
P001184,INV01184,2024-09-12,24859.88,Bank Transfer,Full
P001185,INV01185,2024-11-30,13892.439999999999,Credit Card,Full
P001186,INV01186,2025-02-12,23177.41,Credit Card,Full
P001187,INV01187,2025-08-19,0.0,Wire,Failed
P001188,INV01188,2026-02-12,11458.76,Bank Transfer,Full
P001189,INV01189,2025-01-20,51317.130000000005,Bank Transfer,Full
P001190,INV01190,2026-01-18,0.0,Credit Card,Failed
P001191,INV01191,2026-06-11,21386.79,Credit Card,Full
P001192,INV01192,2025-08-01,15067.7,Wire,Full
P001193,INV01193,2025-06-21,15642.88,Bank Transfer,Full
P001194,INV01194,2026-03-04,0.0,Credit Card,Failed
P001195,INV01195,2025-04-12,42119.4,Credit Card,Full
P001196,INV01196,2025-08-30,19885.170000000002,Bank Transfer,Full
P001197,INV01197,2025-09-22,22912.2,Credit Card,Full
P001198,INV01198,2026-02-14,8330.24,Bank Transfer,Partial
P001199,INV01199,2024-11-16,0.0,Wire,Failed
P001200,INV01200,2025-03-28,39977.35,Bank Transfer,Full
P001201,INV01201,2024-12-04,13974.01,Wire,Full
P001202,INV01202,2024-12-14,25111.53,Credit Card,Full
P001203,INV01203,2025-07-19,0.0,Credit Card,Failed
P001204,INV01204,2024-09-10,37135.2,Wire,Full
P001205,INV01205,2024-12-11,0.0,Credit Card,Failed
P001206,INV01206,2026-05-23,57520.420000000006,Bank Transfer,Full
P001207,INV01207,2024-08-20,27382.71,Credit Card,Full
P001208,INV01208,2025-02-07,24907.0,Credit Card,Full
P001209,INV01209,2025-09-14,25013.38,Bank Transfer,Full
P001210,INV01210,2026-02-08,34314.6,Credit Card,Full
P001211,INV01211,2026-06-04,0.0,Bank Transfer,Failed
P001212,INV01212,2024-12-24,58773.350000000006,Credit Card,Full
P001213,INV01213,2026-05-02,0.0,Bank Transfer,Failed
P001214,INV01214,2025-07-07,18179.39,Credit Card,Partial
P001215,INV01215,2024-07-12,0.0,Wire,Failed
P001216,INV01216,2025-04-14,39657.47,Credit Card,Full
P001217,INV01217,2024-10-18,46503.270000000004,Bank Transfer,Full
P001218,INV01218,2026-06-20,31533.94,Credit Card,Partial
P001219,INV01219,2026-05-23,47854.73,Wire,Full
P001220,INV01220,2026-05-18,26040.98,Bank Transfer,Full
P001221,INV01221,2024-11-03,0.0,Wire,Failed
P001222,INV01222,2026-04-05,39497.68,Bank Transfer,Full
P001223,INV01223,2026-06-28,0.0,Bank Transfer,Failed
P001224,INV01224,2025-12-13,24304.5,Credit Card,Partial
P001225,INV01225,2025-11-17,23639.11,Bank Transfer,Full
P001226,INV01226,2025-09-19,56833.27,Wire,Full
P001227,INV01227,2024-11-08,20568.07,Credit Card,Partial
P001228,INV01228,2026-02-28,25602.059999999998,Bank Transfer,Full
P001229,INV01229,2024-10-25,18784.37,Wire,Full
P001230,INV01230,2025-08-25,56271.03,Credit Card,Full
P001231,INV01231,2024-07-24,32288.44,Wire,Full
P001232,INV01232,2026-02-08,51557.159999999996,Bank Transfer,Full
P001233,INV01233,2025-06-27,0.0,Bank Transfer,Failed
P001234,INV01234,2024-09-23,12554.990000000002,Credit Card,Full
P001235,INV01235,2025-09-29,11141.810000000001,Credit Card,Full
P001236,INV01236,2026-02-24,15898.77,Credit Card,Partial
P001237,INV01237,2026-03-31,21255.56,Credit Card,Partial
P001238,INV01238,2024-07-26,53819.58,Bank Transfer,Full
P001239,INV01239,2025-05-01,30203.86,Wire,Full
P001240,INV01240,2025-02-17,34577.82,Wire,Partial
P001241,INV01241,2025-11-17,23011.78,Bank Transfer,Partial
P001242,INV01242,2025-10-01,53757.89,Wire,Full
P001243,INV01243,2025-02-09,0.0,Credit Card,Failed
P001244,INV01244,2025-03-24,13277.92,Wire,Full
P001245,INV01245,2025-01-22,41695.579999999994,Credit Card,Full
P001246,INV01246,2025-08-28,40983.22,Credit Card,Full
P001247,INV01247,2024-11-21,47078.44,Credit Card,Full
P001248,INV01248,2025-01-15,58484.07,Credit Card,Full
P001249,INV01249,2025-05-04,45115.11,Credit Card,Full
P001250,INV01250,2025-03-04,9604.4,Bank Transfer,Full
P001251,INV01251,2025-02-28,33436.270000000004,Wire,Full
P001252,INV01252,2026-04-05,23111.14,Bank Transfer,Partial
P001253,INV01253,2026-01-27,8291.34,Wire,Full
P001254,INV01254,2025-09-25,3451.38,Credit Card,Full
P001255,INV01255,2026-02-16,20939.27,Credit Card,Partial
P001256,INV01256,2025-11-23,47322.409999999996,Wire,Full
P001257,INV01257,2025-09-30,50895.9,Wire,Full
P001258,INV01258,2026-02-27,17570.55,Wire,Full
P001259,INV01259,2026-04-15,14861.32,Bank Transfer,Full
P001260,INV01260,2025-08-27,0.0,Bank Transfer,Failed
P001261,INV01261,2025-04-03,39933.73,Credit Card,Full
P001262,INV01262,2026-05-11,0.0,Bank Transfer,Failed
P001263,INV01263,2025-03-06,10335.49,Credit Card,Partial
P001264,INV01264,2024-09-17,51233.39,Wire,Full
P001265,INV01265,2026-06-02,21819.32,Bank Transfer,Full
P001266,INV01266,2026-06-03,30124.05,Credit Card,Full
P001267,INV01267,2025-10-14,0.0,Credit Card,Failed
P001268,INV01268,2026-03-20,41207.59,Bank Transfer,Full
P001269,INV01269,2026-01-21,56637.99,Credit Card,Full
P001270,INV01270,2025-05-14,24845.07,Credit Card,Partial
P001271,INV01271,2026-01-30,29339.14,Credit Card,Partial
P001272,INV01272,2025-02-21,28359.01,Wire,Full
P001273,INV01273,2025-02-18,8726.86,Credit Card,Full
P001274,INV01274,2025-12-10,45175.66,Credit Card,Full
P001275,INV01275,2025-07-12,15061.79,Bank Transfer,Partial
P001276,INV01276,2025-10-20,25791.54,Bank Transfer,Full
P001277,INV01277,2024-09-24,43992.21,Wire,Full
P001278,INV01278,2025-05-18,46919.520000000004,Wire,Full
P001279,INV01279,2024-07-05,46794.2,Wire,Full
P001280,INV01280,2025-05-31,15063.82,Wire,Full
P001281,INV01281,2025-01-01,49522.009999999995,Bank Transfer,Full
P001282,INV01282,2025-01-25,50074.73,Credit Card,Full
P001283,INV01283,2025-02-24,26546.55,Bank Transfer,Full
P001284,INV01284,2026-07-02,21126.67,Wire,Partial
P001285,INV01285,2026-03-15,14714.28,Credit Card,Full
P001286,INV01286,2026-04-22,48819.65,Bank Transfer,Full
P001287,INV01287,2026-03-11,41003.66,Wire,Full
P001288,INV01288,2026-02-28,52985.409999999996,Wire,Full
P001289,INV01289,2025-09-16,27387.6,Wire,Partial
P001290,INV01290,2026-04-13,56220.42999999999,Wire,Full
P001291,INV01291,2024-08-04,48115.9,Wire,Full
P001292,INV01292,2025-05-06,0.0,Bank Transfer,Failed
P001293,INV01293,2024-07-04,54728.990000000005,Wire,Full
P001294,INV01294,2024-10-10,8007.08,Credit Card,Partial
P001295,INV01295,2024-12-18,17818.93,Wire,Full
P001296,INV01296,2026-03-08,9163.33,Credit Card,Partial
P001297,INV01297,2024-10-24,8776.39,Bank Transfer,Full
P001298,INV01298,2026-07-01,52800.77,Credit Card,Full
P001299,INV01299,2025-01-07,27152.57,Credit Card,Full
P001300,INV01300,2025-11-01,45570.81,Bank Transfer,Full
P001301,INV01301,2025-01-02,32215.34,Credit Card,Full
P001302,INV01302,2024-11-27,46235.59,Credit Card,Full
P001303,INV01303,2024-07-20,17553.83,Bank Transfer,Partial
P001304,INV01304,2026-04-10,50405.340000000004,Bank Transfer,Full
P001305,INV01305,2024-09-11,60282.29,Credit Card,Full
P001306,INV01306,2024-10-04,36092.19,Credit Card,Full
P001307,INV01307,2026-01-27,0.0,Credit Card,Failed
P001308,INV01308,2024-09-12,28289.66,Wire,Partial
P001309,INV01309,2025-04-17,31678.86,Bank Transfer,Full
P001310,INV01310,2024-09-04,26539.75,Bank Transfer,Full
P001311,INV01311,2025-10-25,28021.77,Bank Transfer,Full
P001312,INV01312,2025-01-11,10388.119999999999,Credit Card,Full
P001313,INV01313,2025-08-15,50848.270000000004,Wire,Full
P001314,INV01314,2024-07-03,31047.27,Credit Card,Full
P001315,INV01315,2026-06-22,14485.42,Bank Transfer,Full
P001316,INV01316,2026-01-24,0.0,Wire,Failed
P001317,INV01317,2026-01-28,48909.67,Bank Transfer,Full
P001318,INV01318,2025-04-14,15181.73,Credit Card,Full
P001319,INV01319,2025-07-22,14182.85,Bank Transfer,Full
P001320,INV01320,2025-10-15,15201.25,Bank Transfer,Full
P001321,INV01321,2026-02-10,54764.219999999994,Bank Transfer,Full
P001322,INV01322,2024-08-20,32497.01,Bank Transfer,Full
P001323,INV01323,2025-11-22,30900.86,Bank Transfer,Full
P001324,INV01324,2024-08-30,48828.280000000006,Credit Card,Full
P001325,INV01325,2024-09-23,55639.86,Credit Card,Full
P001326,INV01326,2025-08-07,34812.65,Credit Card,Full
P001327,INV01327,2026-01-21,20233.46,Bank Transfer,Full
P001328,INV01328,2025-08-22,19394.14,Bank Transfer,Full
P001329,INV01329,2025-02-14,20134.84,Bank Transfer,Partial
P001330,INV01330,2024-11-22,26947.339999999997,Wire,Full
P001331,INV01331,2026-01-24,35522.5,Wire,Full
P001332,INV01332,2025-12-14,52126.68,Wire,Full
P001333,INV01333,2026-01-06,6289.6,Bank Transfer,Full
P001334,INV01334,2025-01-13,41320.62,Wire,Partial
P001335,INV01335,2025-12-20,49578.670000000006,Credit Card,Full
P001336,INV01336,2024-08-01,42766.32,Wire,Full
P001337,INV01337,2024-11-07,34812.880000000005,Wire,Full
P001338,INV01338,2025-02-04,16839.59,Bank Transfer,Full
P001339,INV01339,2024-12-29,28636.55,Wire,Partial
P001340,INV01340,2026-06-19,26081.09,Credit Card,Full
P001341,INV01341,2025-03-25,52635.83,Bank Transfer,Full
P001342,INV01342,2024-07-20,5838.03,Bank Transfer,Full
P001343,INV01343,2024-07-22,6013.49,Wire,Partial
P001344,INV01344,2026-01-21,48130.97,Bank Transfer,Full
P001345,INV01345,2025-04-12,0.0,Wire,Failed
P001346,INV01346,2026-02-13,49960.729999999996,Bank Transfer,Full
P001347,INV01347,2025-12-07,12350.82,Bank Transfer,Partial
P001348,INV01348,2026-05-22,37555.08,Wire,Full
P001349,INV01349,2024-08-18,21709.489999999998,Wire,Full
P001350,INV01350,2025-08-24,14207.970000000001,Credit Card,Full
P001351,INV01351,2025-05-13,16684.48,Bank Transfer,Partial
P001352,INV01352,2025-01-21,42594.46,Wire,Full
P001353,INV01353,2025-02-20,12638.47,Bank Transfer,Full
P001354,INV01354,2024-11-29,36788.18,Credit Card,Full
P001355,INV01355,2025-01-31,32981.700000000004,Credit Card,Full
P001356,INV01356,2025-06-03,13812.599999999999,Credit Card,Full
P001357,INV01357,2025-07-22,10625.47,Wire,Partial
P001358,INV01358,2024-07-17,50309.520000000004,Wire,Full
P001359,INV01359,2026-04-15,37556.19,Wire,Full
P001360,INV01360,2024-11-28,22228.04,Wire,Full
P001361,INV01361,2025-11-04,54480.69,Wire,Full
P001362,INV01362,2026-05-31,43494.729999999996,Bank Transfer,Full
P001363,INV01363,2024-09-08,21434.6,Bank Transfer,Full
P001364,INV01364,2025-04-16,22212.13,Wire,Full
P001365,INV01365,2025-10-10,42510.759999999995,Credit Card,Full
P001366,INV01366,2024-10-17,45114.04,Credit Card,Full
P001367,INV01367,2025-08-28,0.0,Bank Transfer,Failed
P001368,INV01368,2025-08-29,39388.009999999995,Credit Card,Full
P001369,INV01369,2025-05-03,13365.09,Wire,Partial
P001370,INV01370,2025-12-20,0.0,Wire,Failed
P001371,INV01371,2026-05-27,15106.67,Bank Transfer,Partial
P001372,INV01372,2025-05-01,52739.31999999999,Wire,Full
P001373,INV01373,2026-05-01,8574.0,Bank Transfer,Full
P001374,INV01374,2025-10-22,18005.36,Wire,Full
P001375,INV01375,2026-02-17,42688.06,Wire,Full
P001376,INV01376,2025-04-06,0.0,Wire,Failed
P001377,INV01377,2025-04-17,22563.11,Wire,Full
P001378,INV01378,2025-11-13,17050.129999999997,Credit Card,Full
P001379,INV01379,2024-09-02,31645.63,Wire,Partial
P001380,INV01380,2024-12-27,3414.48,Bank Transfer,Full
P001381,INV01381,2025-08-21,4745.83,Credit Card,Partial
P001382,INV01382,2026-04-15,22574.29,Bank Transfer,Full
P001383,INV01383,2025-04-30,19278.42,Credit Card,Partial
P001384,INV01384,2025-02-07,29488.559999999998,Wire,Full
P001385,INV01385,2024-09-27,21287.04,Wire,Full
P001386,INV01386,2025-06-03,33315.34,Wire,Full
P001387,INV01387,2025-09-18,22651.07,Wire,Full
P001388,INV01388,2026-04-02,11044.85,Wire,Full
P001389,INV01389,2024-07-16,41499.01,Credit Card,Full
P001390,INV01390,2024-09-25,29537.74,Bank Transfer,Full
P001391,INV01391,2025-08-13,49940.07,Wire,Full
P001392,INV01392,2025-08-04,34802.78,Wire,Full
P001393,INV01393,2025-12-01,24345.67,Wire,Full
P001394,INV01394,2025-01-05,18438.36,Bank Transfer,Partial
P001395,INV01395,2025-06-15,11802.52,Bank Transfer,Full
P001396,INV01396,2026-04-04,36538.05,Wire,Full
P001397,INV01397,2025-05-15,39582.75,Bank Transfer,Full
P001398,INV01398,2024-10-27,12910.29,Wire,Partial
P001399,INV01399,2025-04-06,7356.65,Bank Transfer,Partial
P001400,INV01400,2024-08-28,0.0,Credit Card,Failed
P001401,INV01401,2024-12-26,17148.86,Wire,Partial
P001402,INV01402,2026-04-29,31504.42,Wire,Full
P001403,INV01403,2024-08-27,23684.53,Bank Transfer,Full
P001404,INV01404,2026-02-27,22291.309999999998,Credit Card,Full
P001405,INV01405,2025-11-13,40687.78,Bank Transfer,Full
P001406,INV01406,2025-01-20,8239.86,Bank Transfer,Partial
P001407,INV01407,2025-06-08,31057.61,Wire,Full
P001408,INV01408,2026-02-21,53917.83,Credit Card,Full
P001409,INV01409,2025-02-14,43395.21,Wire,Full
P001410,INV01410,2024-12-22,31001.12,Credit Card,Full
P001411,INV01411,2025-10-09,0.0,Credit Card,Failed
P001412,INV01412,2026-03-26,37762.64,Bank Transfer,Full
P001413,INV01413,2024-09-09,52227.090000000004,Wire,Full
P001414,INV01414,2025-12-12,23636.08,Credit Card,Full
P001415,INV01415,2024-08-25,12354.43,Credit Card,Full
P001416,INV01416,2025-07-29,17765.45,Bank Transfer,Full
P001417,INV01417,2025-08-20,16663.9,Credit Card,Full
P001418,INV01418,2024-10-10,9408.2,Bank Transfer,Full
P001419,INV01419,2025-08-20,41666.47,Bank Transfer,Full
P001420,INV01420,2026-02-23,28842.58,Bank Transfer,Full
P001421,INV01421,2026-06-19,34569.34,Wire,Full
P001422,INV01422,2025-01-30,47547.89,Credit Card,Full
P001423,INV01423,2025-05-19,0.0,Wire,Failed
P001424,INV01424,2025-06-30,33138.74,Bank Transfer,Full
P001425,INV01425,2025-11-02,0.0,Credit Card,Failed
P001426,INV01426,2026-04-14,0.0,Wire,Failed
P001427,INV01427,2025-05-09,36515.84,Wire,Full
P001428,INV01428,2024-09-08,39820.17,Credit Card,Full
P001429,INV01429,2024-09-05,38356.119999999995,Bank Transfer,Full
P001430,INV01430,2025-08-16,22467.58,Wire,Partial
P001431,INV01431,2024-10-31,0.0,Wire,Failed
P001432,INV01432,2025-06-07,52322.64,Wire,Full
P001433,INV01433,2024-11-03,16591.32,Wire,Full
P001434,INV01434,2026-03-12,0.0,Credit Card,Failed
P001435,INV01435,2025-03-14,4727.17,Bank Transfer,Partial
P001436,INV01436,2025-11-20,39147.27,Wire,Partial
P001437,INV01437,2026-02-14,29061.07,Bank Transfer,Full
P001438,INV01438,2025-01-21,47719.16,Wire,Full
P001439,INV01439,2026-02-06,13381.89,Bank Transfer,Partial
P001440,INV01440,2024-09-06,9655.07,Credit Card,Full
P001441,INV01441,2024-08-03,55719.35,Credit Card,Full
P001442,INV01442,2025-08-11,18784.87,Bank Transfer,Full
P001443,INV01443,2024-06-13,45993.71,Credit Card,Full
P001444,INV01444,2025-04-21,45733.88,Credit Card,Full
P001445,INV01445,2025-01-28,41594.94,Wire,Full
P001446,INV01446,2024-12-19,8636.19,Credit Card,Partial
P001447,INV01447,2026-02-04,30916.72,Bank Transfer,Partial
P001448,INV01448,2026-01-09,32761.4,Credit Card,Full
P001449,INV01449,2025-03-03,46122.94,Wire,Full
P001450,INV01450,2025-12-09,43793.659999999996,Wire,Full
P001451,INV01451,2024-08-01,0.0,Bank Transfer,Failed
P001452,INV01452,2025-07-06,0.0,Wire,Failed
P001453,INV01453,2024-09-21,11321.71,Bank Transfer,Partial
P001454,INV01454,2024-09-17,45070.84,Bank Transfer,Partial
P001455,INV01455,2026-01-12,13643.97,Credit Card,Partial
P001456,INV01456,2025-07-11,25172.879999999997,Bank Transfer,Full
P001457,INV01457,2024-09-16,45246.93,Bank Transfer,Full
P001458,INV01458,2025-02-27,0.0,Wire,Failed
P001459,INV01459,2025-08-27,29076.95,Credit Card,Full
P001460,INV01460,2025-04-30,42404.63,Wire,Full
P001461,INV01461,2025-02-03,35304.75,Wire,Partial
P001462,INV01462,2024-07-10,28658.76,Wire,Full
P001463,INV01463,2026-01-18,7426.17,Bank Transfer,Partial
P001464,INV01464,2024-09-15,0.0,Credit Card,Failed
P001465,INV01465,2025-09-18,30081.34,Credit Card,Full
P001466,INV01466,2024-11-28,14716.55,Bank Transfer,Full
P001467,INV01467,2025-08-01,48564.03,Bank Transfer,Full
P001468,INV01468,2025-06-30,27332.11,Credit Card,Full
P001469,INV01469,2025-06-09,42412.55,Credit Card,Full
P001470,INV01470,2024-12-03,7479.52,Bank Transfer,Partial
P001471,INV01471,2026-04-29,49115.39,Credit Card,Full
P001472,INV01472,2025-10-22,52500.21,Bank Transfer,Full
P001473,INV01473,2024-10-27,41745.18000000001,Bank Transfer,Full
P001474,INV01474,2024-11-26,19307.079999999998,Wire,Full
P001475,INV01475,2024-10-29,41347.82,Wire,Full
P001476,INV01476,2026-01-30,52195.27,Wire,Full
P001477,INV01477,2026-06-18,43765.9,Bank Transfer,Full
P001478,INV01478,2026-06-01,42990.54,Credit Card,Full
P001479,INV01479,2024-09-17,34384.0,Credit Card,Full
P001480,INV01480,2024-10-01,0.0,Bank Transfer,Failed
P001481,INV01481,2025-07-01,7985.89,Bank Transfer,Partial
P001482,INV01482,2025-03-02,13563.81,Bank Transfer,Partial
P001483,INV01483,2026-01-21,33351.42,Credit Card,Full
P001484,INV01484,2024-09-25,25679.78,Bank Transfer,Full
P001485,INV01485,2024-12-23,15410.02,Bank Transfer,Full
P001486,INV01486,2025-06-04,20697.58,Credit Card,Full
P001487,INV01487,2026-01-17,30404.949999999997,Bank Transfer,Full
P001488,INV01488,2025-09-22,40029.25,Wire,Full
P001489,INV01489,2026-01-06,33667.14,Credit Card,Full
P001490,INV01490,2025-05-27,13243.310000000001,Bank Transfer,Full
P001491,INV01491,2025-03-30,11926.84,Bank Transfer,Partial
P001492,INV01492,2025-10-15,0.0,Wire,Failed
P001493,INV01493,2024-12-27,48099.95,Wire,Full
P001494,INV01494,2025-01-26,12077.46,Wire,Partial
P001495,INV01495,2025-11-01,50437.24,Bank Transfer,Full
P001496,INV01496,2026-04-30,20367.47,Bank Transfer,Full
P001497,INV01497,2026-01-07,45154.99,Wire,Full
P001498,INV01498,2025-03-20,30077.45,Wire,Full
P001499,INV01499,2024-08-03,43279.86,Credit Card,Full
P001500,INV01500,2024-08-18,12079.53,Bank Transfer,Partial
P001501,INV01501,2025-09-28,8315.19,Bank Transfer,Partial
P001502,INV01502,2025-05-23,10742.19,Bank Transfer,Partial
P001503,INV01503,2024-09-22,15578.52,Credit Card,Partial
P001504,INV01504,2026-02-04,33697.03,Credit Card,Full
P001505,INV01505,2026-04-20,0.0,Wire,Failed
P001506,INV01506,2025-01-17,47980.28,Bank Transfer,Full
P001507,INV01507,2026-01-11,13532.74,Bank Transfer,Partial
P001508,INV01508,2024-07-10,0.0,Credit Card,Failed
P001509,INV01509,2026-02-18,19808.71,Credit Card,Full
P001510,INV01510,2025-12-20,9260.46,Wire,Partial
P001511,INV01511,2025-02-07,38410.77,Credit Card,Partial
P001512,INV01512,2026-04-29,56099.590000000004,Bank Transfer,Full
P001513,INV01513,2026-01-29,46263.600000000006,Credit Card,Full
P001514,INV01514,2025-12-10,26243.910000000003,Credit Card,Full
P001515,INV01515,2025-10-27,9983.99,Credit Card,Full
P001516,INV01516,2026-04-19,4894.98,Credit Card,Partial
P001517,INV01517,2026-06-11,0.0,Credit Card,Failed
P001518,INV01518,2026-07-03,19334.77,Credit Card,Full
P001519,INV01519,2025-06-09,55464.41,Credit Card,Full
P001520,INV01520,2024-08-19,29505.55,Bank Transfer,Partial
P001521,INV01521,2024-08-18,51182.25,Wire,Full
P001522,INV01522,2025-01-24,13519.5,Bank Transfer,Partial
P001523,INV01523,2025-12-05,34667.57,Credit Card,Full
P001524,INV01524,2025-09-20,53222.48,Wire,Full
P001525,INV01525,2026-06-02,21906.61,Wire,Full
P001526,INV01526,2026-05-28,29076.67,Credit Card,Full
P001527,INV01527,2026-01-21,12157.06,Wire,Partial
P001528,INV01528,2026-03-07,53278.49,Wire,Full
P001529,INV01529,2025-11-03,26287.68,Credit Card,Full
P001530,INV01530,2025-02-04,41133.33,Bank Transfer,Partial
P001531,INV01531,2025-01-20,30302.93,Wire,Full
P001532,INV01532,2025-11-13,27332.79,Wire,Full
P001533,INV01533,2024-08-11,23107.77,Bank Transfer,Partial
P001534,INV01534,2026-02-01,0.0,Bank Transfer,Failed
P001535,INV01535,2025-02-01,15676.66,Bank Transfer,Partial
P001536,INV01536,2025-05-30,0.0,Bank Transfer,Failed
P001537,INV01537,2024-10-14,41303.68,Credit Card,Full
P001538,INV01538,2026-04-27,21041.77,Credit Card,Full
P001539,INV01539,2026-05-14,39237.26,Credit Card,Full
P001540,INV01540,2025-08-06,42342.57,Bank Transfer,Full
P001541,INV01541,2025-09-12,31341.86,Wire,Partial
P001542,INV01542,2026-06-22,12886.55,Wire,Partial
P001543,INV01543,2024-08-16,13960.84,Bank Transfer,Full
P001544,INV01544,2026-05-21,57586.84,Wire,Full
P001545,INV01545,2025-12-23,40815.68,Credit Card,Full
P001546,INV01546,2024-11-06,26775.100000000002,Credit Card,Full
P001547,INV01547,2025-04-08,54708.21000000001,Wire,Full
P001548,INV01548,2026-05-14,13575.1,Bank Transfer,Partial
P001549,INV01549,2025-05-03,38097.380000000005,Wire,Full
P001550,INV01550,2025-07-05,41067.7,Wire,Full
P001551,INV01551,2024-11-06,10320.42,Credit Card,Partial
P001552,INV01552,2025-08-15,16227.36,Bank Transfer,Partial
P001553,INV01553,2024-11-22,0.0,Wire,Failed
P001554,INV01554,2025-10-22,20314.14,Bank Transfer,Full
P001555,INV01555,2026-03-16,47708.88,Credit Card,Full
P001556,INV01556,2025-06-17,18697.01,Bank Transfer,Partial
P001557,INV01557,2024-09-20,19605.57,Wire,Full
P001558,INV01558,2026-01-27,51732.49,Bank Transfer,Full
P001559,INV01559,2025-04-19,56020.89,Wire,Full
P001560,INV01560,2024-12-29,15411.170000000002,Credit Card,Full
P001561,INV01561,2025-08-21,45263.31,Credit Card,Full
P001562,INV01562,2026-05-20,21674.39,Wire,Full
P001563,INV01563,2024-07-31,17664.14,Bank Transfer,Full
P001564,INV01564,2026-04-06,26831.14,Credit Card,Full
P001565,INV01565,2025-08-04,10485.26,Wire,Full
P001566,INV01566,2024-09-23,43162.490000000005,Credit Card,Full
P001567,INV01567,2024-10-27,35521.909999999996,Credit Card,Full
P001568,INV01568,2025-10-24,57991.189999999995,Bank Transfer,Full
P001569,INV01569,2025-02-15,17476.19,Credit Card,Full
P001570,INV01570,2026-02-28,24358.94,Bank Transfer,Partial
P001571,INV01571,2025-05-17,40365.15,Bank Transfer,Full
P001572,INV01572,2025-01-16,26281.5,Bank Transfer,Partial
P001573,INV01573,2024-12-15,43092.729999999996,Wire,Full
P001574,INV01574,2025-08-22,30797.37,Credit Card,Full
P001575,INV01575,2026-04-09,46747.729999999996,Bank Transfer,Full
P001576,INV01576,2025-05-25,32028.92,Wire,Full
P001577,INV01577,2025-05-22,13633.91,Bank Transfer,Full
P001578,INV01578,2025-01-03,35256.72,Credit Card,Full
P001579,INV01579,2025-09-25,30374.5,Credit Card,Partial
P001580,INV01580,2025-09-09,24469.440000000002,Credit Card,Full
P001581,INV01581,2025-03-28,19024.4,Bank Transfer,Full
P001582,INV01582,2024-12-06,31247.39,Bank Transfer,Full
P001583,INV01583,2025-09-21,21840.07,Wire,Partial
P001584,INV01584,2026-01-30,41554.78,Credit Card,Full
P001585,INV01585,2025-02-01,48699.74,Wire,Full
P001586,INV01586,2024-08-07,14021.9,Bank Transfer,Partial
P001587,INV01587,2026-06-13,32430.52,Credit Card,Full
P001588,INV01588,2025-03-29,44631.47,Credit Card,Full
P001589,INV01589,2026-06-26,33149.46,Wire,Partial
P001590,INV01590,2025-02-02,22772.04,Bank Transfer,Full
P001591,INV01591,2025-09-17,0.0,Bank Transfer,Failed
P001592,INV01592,2025-09-06,31672.36,Wire,Partial
P001593,INV01593,2025-07-25,18170.85,Credit Card,Full
P001594,INV01594,2025-03-10,19014.11,Wire,Full
P001595,INV01595,2026-06-13,0.0,Credit Card,Failed
