invoice_id,shipment_id,customer_id,invoice_date,invoice_amount,tax_amount,payment_due_date,invoice_status
INV01459,S031994,C00518,2025-08-15,29076.95,5233.851,2025-08-15,Overdue
INV01460,S084434,C00702,2025-04-28,42404.63,7632.8333999999995,2025-04-28,Paid
INV01461,S084530,C00643,2025-01-31,45290.53,8152.295399999999,2025-01-31,Pending
INV01462,S012637,C00929,2024-07-05,28658.76,5158.5768,2024-07-05,Disputed
INV01463,S048800,C00063,2025-12-17,13837.349999999999,2490.7229999999995,2025-12-17,Paid
INV01464,S068533,C00463,2024-08-30,58680.14,10562.4252,2024-08-30,Overdue
INV01465,S069706,C00470,2025-09-14,30081.34,5414.6412,2025-09-14,Overdue
INV01466,S077827,C00227,2024-11-08,14716.55,2648.979,2024-11-08,Disputed
INV01467,S060708,C00334,2025-06-24,48564.03,8741.525399999999,2025-06-24,Paid
INV01468,S027314,C00195,2025-06-22,27332.11,4919.7798,2025-06-22,Overdue
INV01469,S059905,C00770,2025-06-01,42412.55,7634.259,2025-06-01,Pending
INV01470,S030336,C00538,2024-11-07,8460.880000000001,1522.9584000000002,2024-11-07,Overdue
INV01471,S016250,C00382,2026-03-17,49115.39,8840.770199999999,2026-03-17,Pending
INV01472,S005667,C00308,2025-09-27,52500.21,9450.0378,2025-09-27,Overdue
INV01473,S061802,C00345,2024-10-11,41745.18000000001,7514.132400000001,2024-10-11,Overdue
INV01474,S016742,C00720,2024-11-22,19307.079999999998,3475.2743999999993,2024-11-22,Disputed
INV01475,S096545,C00862,2024-09-18,41347.82,7442.607599999999,2024-09-18,Pending
INV01476,S038260,C00696,2026-01-15,52195.27,9395.148599999999,2026-01-15,Disputed
INV01477,S055098,C00880,2026-05-08,43765.9,7877.862,2026-05-08,Pending
INV01478,S039082,C00175,2026-04-21,42990.54,7738.2972,2026-04-21,Overdue
INV01479,S030745,C00244,2024-08-29,34384.0,6189.12,2024-08-29,Disputed
INV01480,S091380,C00200,2024-09-17,36997.14,6659.4852,2024-09-17,Disputed
INV01481,S077163,C00406,2025-05-19,9982.57,1796.8626,2025-05-19,Disputed
INV01482,S063381,C00823,2025-02-05,16871.29,3036.8322,2025-02-05,Overdue
INV01483,S016488,C00469,2025-12-10,33351.42,6003.2555999999995,2025-12-10,Paid
INV01484,S051495,C00957,2024-09-06,25679.78,4622.3604,2024-09-06,Paid
INV01485,S033819,C00153,2024-11-10,15410.02,2773.8036,2024-11-10,Disputed
INV01486,S056087,C00647,2025-05-22,20697.58,3725.5644,2025-05-22,Paid
INV01487,S026590,C00458,2026-01-02,30404.949999999997,5472.891,2026-01-02,Pending
INV01488,S061646,C00867,2025-08-24,40029.25,7205.264999999999,2025-08-24,Disputed
INV01489,S070487,C00578,2025-12-30,33667.14,6060.0851999999995,2025-12-30,Pending
INV01490,S068394,C00055,2025-04-14,13243.310000000001,2383.7958000000003,2025-04-14,Paid
INV01491,S021790,C00664,2025-03-23,25351.05,4563.188999999999,2025-03-23,Paid
INV01492,S054858,C00390,2025-09-23,57570.69,10362.7242,2025-09-23,Disputed
INV01493,S086789,C00714,2024-12-09,48099.95,8657.991,2024-12-09,Disputed
INV01494,S058178,C00566,2024-12-21,17731.37,3191.6465999999996,2024-12-21,Overdue
INV01495,S098985,C00966,2025-10-06,50437.24,9078.7032,2025-10-06,Paid
INV01496,S069745,C00867,2026-04-22,20367.47,3666.1446,2026-04-22,Paid
INV01497,S058803,C00252,2025-12-04,45154.99,8127.8982,2025-12-04,Paid
INV01498,S072662,C00159,2025-02-21,30077.45,5413.941,2025-02-21,Overdue
INV01499,S074107,C00179,2024-07-17,43279.86,7790.3748,2024-07-17,Disputed
INV01500,S054451,C00050,2024-08-05,30797.44,5543.539199999999,2024-08-05,Overdue
INV01501,S066659,C00641,2025-08-17,14996.76,2699.4168,2025-08-17,Paid
INV01502,S068502,C00388,2025-04-15,18517.21,3333.0977999999996,2025-04-15,Paid
INV01503,S027695,C00795,2024-08-14,35563.69,6401.4642,2024-08-14,Pending
INV01504,S005853,C00863,2026-01-07,33697.03,6065.465399999999,2026-01-07,Overdue
INV01505,S034284,C00448,2026-03-27,23238.96,4183.0127999999995,2026-03-27,Paid
INV01506,S066847,C00485,2024-12-27,47980.28,8636.4504,2024-12-27,Pending
INV01507,S059282,C00086,2026-01-03,15867.560000000001,2856.1608,2026-01-03,Pending
INV01508,S038234,C00030,2024-06-30,15440.399999999998,2779.2719999999995,2024-06-30,Overdue
INV01509,S052326,C00934,2026-01-25,19808.71,3565.5678,2026-01-25,Pending
INV01510,S032060,C00703,2025-11-19,15017.24,2703.1032,2025-11-19,Paid
INV01511,S072292,C00422,2024-12-27,44625.59,8032.606199999999,2024-12-27,Disputed
INV01512,S019511,C00455,2026-03-31,56099.590000000004,10097.9262,2026-03-31,Pending
INV01513,S068171,C00273,2026-01-07,46263.600000000006,8327.448,2026-01-07,Disputed
INV01514,S066871,C00314,2025-11-03,26243.910000000003,4723.9038,2025-11-03,Overdue
INV01515,S048733,C00473,2025-10-23,9983.99,1797.1182,2025-10-23,Pending
INV01516,S027565,C00904,2026-03-31,15160.470000000001,2728.8846000000003,2026-03-31,Pending
INV01517,S006113,C00758,2026-05-15,27974.589999999997,5035.426199999999,2026-05-15,Overdue
INV01518,S087155,C00215,2026-05-21,19334.77,3480.2586,2026-05-21,Disputed
INV01519,S044494,C00707,2025-05-14,55464.41,9983.5938,2025-05-14,Overdue
INV01520,S071478,C00045,2024-07-31,39974.28,7195.3704,2024-07-31,Paid
INV01521,S021230,C00776,2024-07-27,51182.25,9212.805,2024-07-27,Paid
INV01522,S010586,C00274,2025-01-13,15158.55,2728.5389999999998,2025-01-13,Disputed
INV01523,S003682,C00797,2025-10-22,34667.57,6240.1626,2025-10-22,Pending
INV01524,S073728,C00299,2025-09-18,53222.48,9580.046400000001,2025-09-18,Pending
INV01525,S047400,C00954,2026-05-07,21906.61,3943.1898,2026-05-07,Paid
INV01526,S056161,C00102,2026-05-01,29076.67,5233.8006,2026-05-01,Paid
INV01527,S056586,C00473,2026-01-13,20277.47,3649.9446000000003,2026-01-13,Paid
INV01528,S095676,C00599,2026-02-16,53278.49,9590.1282,2026-02-16,Paid
INV01529,S008639,C00930,2025-10-26,26287.68,4731.7824,2025-10-26,Disputed
INV01530,S052899,C00459,2025-01-19,49087.31,8835.7158,2025-01-19,Disputed
INV01531,S098718,C00013,2025-01-06,30302.93,5454.5274,2025-01-06,Overdue
INV01532,S044845,C00116,2025-11-03,27332.79,4919.9021999999995,2025-11-03,Disputed
INV01533,S032588,C00144,2024-07-10,48515.21,8732.737799999999,2024-07-10,Overdue
INV01534,S026917,C00588,2026-01-21,32693.56,5884.8408,2026-01-21,Pending
INV01535,S058179,C00200,2024-12-26,38087.55,6855.759,2024-12-26,Disputed
INV01536,S067450,C00333,2025-04-22,10488.42,1887.9156,2025-04-22,Paid
INV01537,S096922,C00962,2024-10-06,41303.68,7434.6624,2024-10-06,Pending
INV01538,S014092,C00423,2026-04-20,21041.77,3787.5186,2026-04-20,Paid
INV01539,S059708,C00934,2026-04-13,39237.26,7062.7068,2026-04-13,Overdue
INV01540,S081396,C00342,2025-07-01,42342.57,7621.6626,2025-07-01,Overdue
INV01541,S078947,C00409,2025-09-10,50597.53999999999,9107.5572,2025-09-10,Disputed
INV01542,S069792,C00071,2026-06-02,39039.0,7027.0199999999995,2026-06-02,Overdue
INV01543,S001449,C00977,2024-08-09,13960.84,2512.9512,2024-08-09,Paid
INV01544,S004752,C00322,2026-05-20,57586.84,10365.6312,2026-05-20,Paid
INV01545,S028642,C00990,2025-11-19,40815.68,7346.8224,2025-11-19,Disputed
INV01546,S092638,C00105,2024-10-10,26775.100000000002,4819.518,2024-10-10,Overdue
INV01547,S023642,C00935,2025-03-29,54708.21000000001,9847.4778,2025-03-29,Disputed
INV01548,S049348,C00734,2026-05-10,40825.83,7348.6494,2026-05-10,Pending
INV01549,S069179,C00885,2025-04-19,38097.380000000005,6857.5284,2025-04-19,Pending
INV01550,S019328,C00741,2025-06-29,41067.7,7392.185999999999,2025-06-29,Pending
INV01551,S017952,C00302,2024-10-30,16349.84,2942.9712,2024-10-30,Paid
INV01552,S027146,C00299,2025-08-14,48516.369999999995,8732.9466,2025-08-14,Paid
INV01553,S044769,C00940,2024-10-18,49078.53999999999,8834.1372,2024-10-18,Pending
INV01554,S088037,C00050,2025-10-04,20314.14,3656.5451999999996,2025-10-04,Paid
INV01555,S019227,C00327,2026-02-22,47708.88,8587.598399999999,2026-02-22,Paid
INV01556,S042779,C00223,2025-06-13,23112.85,4160.312999999999,2025-06-13,Disputed
INV01557,S031206,C00672,2024-08-17,19605.57,3529.0026,2024-08-17,Overdue
INV01558,S057128,C00506,2026-01-12,51732.49,9311.848199999999,2026-01-12,Overdue
INV01559,S092440,C00596,2025-03-06,56020.89,10083.760199999999,2025-03-06,Paid
INV01560,S066623,C00098,2024-12-09,15411.170000000002,2774.0106,2024-12-09,Disputed
INV01561,S085778,C00735,2025-08-14,45263.31,8147.395799999999,2025-08-14,Paid
INV01562,S061341,C00692,2026-04-18,21674.39,3901.3902,2026-04-18,Pending
INV01563,S094248,C00670,2024-07-19,17664.14,3179.5451999999996,2024-07-19,Pending
INV01564,S034988,C00694,2026-03-14,26831.14,4829.6052,2026-03-14,Paid
INV01565,S074937,C00081,2025-07-23,10485.26,1887.3468,2025-07-23,Pending
INV01566,S061323,C00474,2024-09-12,43162.490000000005,7769.248200000001,2024-09-12,Paid
INV01567,S020563,C00769,2024-10-10,35521.909999999996,6393.943799999999,2024-10-10,Pending
INV01568,S079254,C00131,2025-09-21,57991.189999999995,10438.4142,2025-09-21,Paid
INV01569,S065985,C00184,2025-01-07,17476.19,3145.7141999999994,2025-01-07,Paid
INV01570,S081428,C00542,2026-02-22,55326.36,9958.7448,2026-02-22,Pending
INV01571,S082446,C00615,2025-04-05,40365.15,7265.727,2025-04-05,Pending
INV01572,S031534,C00643,2024-12-16,54302.649999999994,9774.476999999999,2024-12-16,Disputed
INV01573,S082369,C00434,2024-11-15,43092.729999999996,7756.691399999999,2024-11-15,Overdue
INV01574,S061264,C00246,2025-08-19,30797.37,5543.526599999999,2025-08-19,Pending
INV01575,S052407,C00987,2026-04-04,46747.729999999996,8414.5914,2026-04-04,Overdue
INV01576,S064483,C00966,2025-05-07,32028.92,5765.205599999999,2025-05-07,Paid
INV01577,S013899,C00680,2025-04-08,13633.91,2454.1038,2025-04-08,Disputed
INV01578,S004052,C00118,2024-12-18,35256.72,6346.2096,2024-12-18,Pending
INV01579,S020660,C00069,2025-09-02,57430.25,10337.445,2025-09-02,Disputed
INV01580,S027347,C00454,2025-08-03,24469.440000000002,4404.4992,2025-08-03,Pending
INV01581,S078946,C00445,2025-02-14,19024.4,3424.3920000000003,2025-02-14,Paid
INV01582,S064649,C00599,2024-11-28,31247.39,5624.530199999999,2024-11-28,Pending
INV01583,S026795,C00320,2025-08-15,37013.84,6662.4911999999995,2025-08-15,Pending
INV01584,S086614,C00077,2026-01-01,41554.78,7479.8604,2026-01-01,Pending
INV01585,S019959,C00545,2024-12-27,48699.74,8765.9532,2024-12-27,Pending
INV01586,S022150,C00637,2024-07-25,19336.28,3480.5303999999996,2024-07-25,Disputed
INV01587,S054272,C00569,2026-06-03,32430.52,5837.4936,2026-06-03,Disputed
INV01588,S030192,C00140,2025-02-27,44631.47,8033.6646,2025-02-27,Disputed
INV01589,S000492,C00882,2026-05-25,52458.32,9442.497599999999,2026-05-25,Pending
INV01590,S069810,C00923,2025-01-16,22772.04,4098.9672,2025-01-16,Overdue
INV01591,S062975,C00611,2025-09-02,45208.82,8137.5876,2025-09-02,Disputed
INV01592,S059234,C00304,2025-08-22,41998.96,7559.8128,2025-08-22,Overdue
INV01593,S017531,C00555,2025-06-11,18170.85,3270.7529999999997,2025-06-11,Pending
INV01594,S082628,C00246,2025-03-03,19014.11,3422.5398,2025-03-03,Paid
INV01595,S030571,C00708,2026-06-03,23040.98,4147.3764,2026-06-03,Paid
INV01596,S040685,C00507,2024-10-21,41764.49,7517.6082,2024-10-21,Disputed
INV01597,S050842,C00302,2024-11-13,54961.119999999995,9893.0016,2024-11-13,Paid
INV01598,S057678,C00722,2024-09-04,18859.420000000002,3394.6956,2024-09-04,Paid
INV01599,S034244,C00921,2024-09-08,45582.490000000005,8204.8482,2024-09-08,Disputed
INV01600,S079148,C00692,2025-10-30,17775.85,3199.653,2025-10-30,Disputed
INV01601,S066265,C00071,2026-02-01,15472.84,2785.1112,2026-02-01,Paid
INV01602,S016554,C00501,2025-11-09,17105.98,3079.0764,2025-11-09,Disputed
INV01603,S045291,C00244,2024-06-15,36379.63,6548.3333999999995,2024-06-15,Paid
INV01604,S042989,C00699,2026-01-25,38609.479999999996,6949.706399999999,2026-01-25,Paid
INV01605,S003786,C00180,2026-04-22,32037.59,5766.7662,2026-04-22,Paid
INV01606,S092924,C00776,2025-01-14,7375.29,1327.5521999999999,2025-01-14,Disputed
INV01607,S081769,C00731,2024-10-12,26417.85,4755.213,2024-10-12,Pending
INV01608,S003612,C00490,2024-07-13,17105.79,3079.0422,2024-07-13,Pending
INV01609,S075222,C00431,2025-08-07,60392.81999999999,10870.707599999998,2025-08-07,Disputed
INV01610,S035019,C00367,2025-06-28,18164.87,3269.6766,2025-06-28,Pending
INV01611,S038714,C00725,2025-04-07,11490.34,2068.2612,2025-04-07,Paid
INV01612,S073592,C00429,2026-02-13,37933.14,6827.9652,2026-02-13,Disputed
INV01613,S074432,C00938,2025-02-18,21231.36,3821.6448,2025-02-18,Pending
INV01614,S039276,C00028,2025-01-09,37782.34,6800.821199999999,2025-01-09,Overdue
INV01615,S069223,C00745,2024-11-15,54842.25,9871.605,2024-11-15,Disputed
INV01616,S027209,C00438,2025-04-25,20764.37,3737.5865999999996,2025-04-25,Pending
INV01617,S029492,C00379,2024-11-18,39596.840000000004,7127.4312,2024-11-18,Overdue
INV01618,S054546,C00199,2026-05-20,6900.58,1242.1044,2026-05-20,Pending
INV01619,S002405,C00182,2025-09-12,50908.55,9163.539,2025-09-12,Overdue
INV01620,S034527,C00684,2026-05-09,7858.39,1414.5102,2026-05-09,Pending
INV01621,S039453,C00725,2025-04-04,42092.07,7576.5725999999995,2025-04-04,Paid
INV01622,S068679,C00333,2025-03-23,44266.63,7967.993399999999,2025-03-23,Overdue
INV01623,S045445,C00583,2024-08-15,29896.37,5381.3466,2024-08-15,Disputed
INV01624,S095282,C00302,2026-03-08,24687.0,4443.66,2026-03-08,Pending
INV01625,S024171,C00053,2024-10-31,19488.04,3507.8472,2024-10-31,Pending
INV01626,S021940,C00383,2025-12-05,44578.35,8024.102999999999,2025-12-05,Overdue
INV01627,S049109,C00081,2025-06-13,23685.1,4263.317999999999,2025-06-13,Disputed
INV01628,S067148,C00483,2024-09-27,19298.65,3473.757,2024-09-27,Paid
INV01629,S094762,C00688,2025-09-22,18571.920000000002,3342.9456,2025-09-22,Overdue
INV01630,S022892,C00706,2025-01-01,28688.66,5163.958799999999,2025-01-01,Pending
INV01631,S060364,C00618,2025-12-19,15123.32,2722.1976,2025-12-19,Pending
INV01632,S013808,C00401,2024-12-31,39676.3,7141.734,2024-12-31,Paid
INV01633,S037255,C00655,2025-11-01,14096.69,2537.4042,2025-11-01,Disputed
INV01634,S053032,C00746,2024-09-27,25509.93,4591.7874,2024-09-27,Pending
INV01635,S049048,C00675,2024-07-09,16555.16,2979.9287999999997,2024-07-09,Pending
INV01636,S029457,C00681,2025-09-21,28512.120000000003,5132.1816,2025-09-21,Disputed
INV01637,S047270,C00578,2025-05-18,22134.239999999998,3984.1631999999995,2025-05-18,Pending
INV01638,S078146,C00077,2025-05-06,51019.66,9183.5388,2025-05-06,Pending
INV01639,S066757,C00102,2024-06-13,44942.67,8089.6806,2024-06-13,Overdue
INV01640,S053354,C00814,2025-04-05,11817.6,2127.168,2025-04-05,Disputed
INV01641,S018341,C00404,2024-09-21,53304.950000000004,9594.891,2024-09-21,Pending
INV01642,S022057,C00791,2024-09-05,4567.099999999999,822.0779999999999,2024-09-05,Paid
INV01643,S015286,C00402,2024-10-20,43994.020000000004,7918.9236,2024-10-20,Disputed
INV01644,S096344,C00132,2024-10-20,46792.04,8422.5672,2024-10-20,Disputed
INV01645,S010877,C00099,2025-12-09,52605.43,9468.9774,2025-12-09,Paid
INV01646,S015177,C00699,2024-07-22,41834.880000000005,7530.2784,2024-07-22,Overdue
INV01647,S028621,C00520,2026-01-31,44036.2,7926.516,2026-01-31,Pending
INV01648,S073030,C00912,2024-09-06,16232.79,2921.9022,2024-09-06,Disputed
INV01649,S012718,C00644,2024-06-25,42761.799999999996,7697.123999999999,2024-06-25,Paid
INV01650,S032198,C00115,2024-08-27,16804.08,3024.7344000000003,2024-08-27,Overdue
INV01651,S094439,C00024,2025-01-12,41293.31,7432.795799999999,2025-01-12,Pending
INV01652,S065182,C00097,2025-09-08,35802.31,6444.4158,2025-09-08,Pending
INV01653,S014920,C00707,2026-04-02,27325.98,4918.676399999999,2026-04-02,Disputed
INV01654,S036442,C00533,2026-03-11,43936.4,7908.552,2026-03-11,Disputed
INV01655,S085560,C00196,2024-10-30,23948.61,4310.7498,2024-10-30,Overdue
INV01656,S075958,C00272,2026-01-18,7364.17,1325.5506,2026-01-18,Overdue
INV01657,S023253,C00950,2024-09-22,46414.46,8354.602799999999,2024-09-22,Disputed
INV01658,S048006,C00810,2024-10-27,24851.34,4473.2411999999995,2024-10-27,Paid
INV01659,S003897,C00193,2025-04-25,41245.5,7424.19,2025-04-25,Paid
INV01660,S054996,C00415,2025-02-16,28120.56,5061.7008,2025-02-16,Overdue
INV01661,S068723,C00041,2024-07-13,14621.82,2631.9276,2024-07-13,Pending
INV01662,S031604,C00442,2024-10-31,51044.1,9187.938,2024-10-31,Overdue
INV01663,S068423,C00044,2025-04-08,28731.33,5171.6394,2025-04-08,Disputed
INV01664,S055157,C00894,2025-07-06,17690.71,3184.3277999999996,2025-07-06,Paid
INV01665,S021605,C00337,2025-06-16,16504.84,2970.8712,2025-06-16,Paid
INV01666,S076419,C00753,2024-07-05,48061.29,8651.0322,2024-07-05,Disputed
INV01667,S049677,C00791,2025-12-20,42645.41,7676.1738000000005,2025-12-20,Paid
INV01668,S062441,C00991,2025-08-21,44434.89,7998.280199999999,2025-08-21,Overdue
INV01669,S023412,C00897,2025-10-01,38898.75,7001.775,2025-10-01,Paid
INV01670,S084083,C00910,2026-05-10,32753.329999999998,5895.599399999999,2026-05-10,Paid
INV01671,S029231,C00730,2024-12-14,11888.5,2139.93,2024-12-14,Disputed
INV01672,S041183,C00024,2025-01-22,57270.46,10308.682799999999,2025-01-22,Overdue
INV01673,S066498,C00475,2024-11-28,38194.32,6874.977599999999,2024-11-28,Paid
INV01674,S067392,C00900,2024-10-29,55187.12,9933.6816,2024-10-29,Disputed
INV01675,S057180,C00191,2024-09-22,51879.8,9338.364,2024-09-22,Disputed
INV01676,S026598,C00606,2025-10-11,9001.41,1620.2538,2025-10-11,Pending
INV01677,S030145,C00484,2024-07-20,35792.27,6442.6086,2024-07-20,Overdue
INV01678,S082791,C00945,2026-04-18,32516.039999999997,5852.887199999999,2026-04-18,Disputed
INV01679,S050352,C00534,2025-03-16,18309.739999999998,3295.7531999999997,2025-03-16,Pending
INV01680,S038038,C00404,2025-06-03,36975.630000000005,6655.6134,2025-06-03,Pending
INV01681,S075355,C00560,2026-02-24,36468.9,6564.402,2026-02-24,Pending
INV01682,S004170,C00187,2026-02-16,13632.36,2453.8248,2026-02-16,Disputed
INV01683,S003467,C00932,2026-01-31,22692.45,4084.641,2026-01-31,Disputed
INV01684,S053246,C00623,2025-05-20,53074.32,9553.3776,2025-05-20,Overdue
INV01685,S048088,C00813,2025-12-26,39508.659999999996,7111.558799999999,2025-12-26,Paid
INV01686,S030189,C00233,2025-10-26,40419.78,7275.560399999999,2025-10-26,Paid
INV01687,S048869,C00073,2024-11-04,8884.279999999999,1599.1703999999997,2024-11-04,Pending
INV01688,S005032,C00272,2024-10-09,20651.0,3717.18,2024-10-09,Paid
INV01689,S014003,C00263,2026-01-22,53943.549999999996,9709.838999999998,2026-01-22,Pending
INV01690,S006227,C00180,2025-05-08,56345.0,10142.1,2025-05-08,Disputed
INV01691,S031143,C00664,2026-05-12,38630.729999999996,6953.531399999999,2026-05-12,Overdue
INV01692,S092326,C00017,2025-01-19,39033.310000000005,7025.995800000001,2025-01-19,Paid
INV01693,S010129,C00695,2024-10-31,44872.72,8077.0896,2024-10-31,Paid
INV01694,S017713,C00713,2025-07-20,52002.57,9360.462599999999,2025-07-20,Pending
INV01695,S037697,C00798,2025-02-11,39179.33,7052.2794,2025-02-11,Pending
INV01696,S004841,C00064,2024-06-17,53949.89,9710.9802,2024-06-17,Pending
INV01697,S054548,C00817,2026-02-02,36315.63,6536.813399999999,2026-02-02,Disputed
INV01698,S030442,C00528,2025-12-19,42381.5,7628.67,2025-12-19,Overdue
INV01699,S036943,C00675,2024-06-09,20116.85,3621.0329999999994,2024-06-09,Pending
INV01700,S074897,C00052,2025-01-11,26791.17,4822.410599999999,2025-01-11,Disputed
INV01701,S016959,C00202,2025-02-17,35393.869999999995,6370.896599999999,2025-02-17,Disputed
INV01702,S029254,C00804,2024-06-16,51353.31,9243.5958,2024-06-16,Disputed
INV01703,S031109,C00473,2026-03-01,21691.699999999997,3904.5059999999994,2026-03-01,Pending
INV01704,S003845,C00482,2025-03-02,15375.39,2767.5701999999997,2025-03-02,Overdue
INV01705,S010942,C00273,2026-02-22,43835.03,7890.305399999999,2026-02-22,Pending
INV01706,S021004,C00756,2024-11-10,16650.6,2997.1079999999997,2024-11-10,Paid
INV01707,S058556,C00144,2026-02-16,33832.24,6089.803199999999,2026-02-16,Disputed
INV01708,S068776,C00033,2025-05-23,28826.71,5188.8078,2025-05-23,Disputed
INV01709,S019506,C00890,2026-05-21,44401.520000000004,7992.2736,2026-05-21,Pending
INV01710,S062590,C00615,2025-07-18,11425.130000000001,2056.5234,2025-07-18,Disputed
INV01711,S028433,C00029,2024-07-06,55333.39,9960.010199999999,2024-07-06,Pending
INV01712,S057947,C00091,2025-03-20,42342.590000000004,7621.666200000001,2025-03-20,Overdue
INV01713,S023840,C00931,2025-09-19,12294.46,2213.0027999999998,2025-09-19,Paid
INV01714,S063267,C00460,2025-01-14,58549.41,10538.8938,2025-01-14,Overdue
INV01715,S098244,C00407,2026-01-12,7453.610000000001,1341.6498000000001,2026-01-12,Overdue
INV01716,S049372,C00334,2025-12-12,11957.0,2152.2599999999998,2025-12-12,Pending
INV01717,S089337,C00155,2025-06-19,54315.49,9776.788199999999,2025-06-19,Paid
INV01718,S046802,C00114,2026-06-01,19810.91,3565.9638,2026-06-01,Pending
INV01719,S027063,C00874,2026-01-28,25349.9,4562.982,2026-01-28,Paid
INV01720,S081028,C00651,2025-05-31,33899.020000000004,6101.823600000001,2025-05-31,Disputed
INV01721,S072312,C00148,2026-04-10,45479.89,8186.3802,2026-04-10,Pending
INV01722,S087400,C00656,2024-07-16,23780.24,4280.4432,2024-07-16,Paid
INV01723,S040949,C00546,2026-02-04,4189.33,754.0794,2026-02-04,Disputed
INV01724,S053147,C00583,2024-11-23,28273.48,5089.2264,2024-11-23,Paid
INV01725,S032562,C00249,2025-10-16,31466.309999999998,5663.935799999999,2025-10-16,Overdue
INV01726,S007508,C00133,2025-12-26,24595.23,4427.1413999999995,2025-12-26,Overdue
INV01727,S087061,C00348,2026-04-28,52838.46,9510.9228,2026-04-28,Disputed
INV01728,S076984,C00048,2024-08-04,39828.92,7169.205599999999,2024-08-04,Disputed
INV01729,S062683,C00586,2026-02-18,30372.84,5467.111199999999,2026-02-18,Pending
INV01730,S080170,C00547,2026-05-13,30174.32,5431.3776,2026-05-13,Paid
INV01731,S062361,C00951,2025-06-30,5321.6900000000005,957.9042000000001,2025-06-30,Pending
INV01732,S035851,C00568,2024-09-10,29405.13,5292.9234,2024-09-10,Disputed
INV01733,S046803,C00582,2024-06-22,19669.16,3540.4487999999997,2024-06-22,Paid
INV01734,S077312,C00655,2024-09-17,37163.67,6689.460599999999,2024-09-17,Overdue
INV01735,S007244,C00767,2025-10-25,18035.02,3246.3035999999997,2025-10-25,Paid
INV01736,S008572,C00614,2026-04-09,19661.78,3539.1204,2026-04-09,Disputed
INV01737,S054203,C00410,2025-09-18,36252.58,6525.4644,2025-09-18,Pending
INV01738,S012773,C00814,2024-08-05,29808.39,5365.5102,2024-08-05,Overdue
INV01739,S098579,C00495,2024-11-03,44133.2,7943.975999999999,2024-11-03,Paid
INV01740,S016851,C00530,2025-08-07,9373.89,1687.3002,2025-08-07,Paid
INV01741,S023286,C00089,2026-03-22,39745.090000000004,7154.1162,2026-03-22,Disputed
INV01742,S034995,C00045,2025-10-19,12037.619999999999,2166.7715999999996,2025-10-19,Paid
INV01743,S019603,C00924,2026-03-13,51738.64,9312.9552,2026-03-13,Pending
INV01744,S096050,C00042,2025-09-11,39562.2,7121.195999999999,2025-09-11,Pending
INV01745,S084049,C00638,2025-07-26,48164.01,8669.5218,2025-07-26,Paid
INV01746,S057546,C00373,2025-12-22,17907.89,3223.4201999999996,2025-12-22,Overdue
INV01747,S033705,C00546,2025-11-30,46888.5,8439.93,2025-11-30,Paid
INV01748,S005733,C00927,2025-03-07,31826.129999999997,5728.703399999999,2025-03-07,Disputed
INV01749,S023972,C00903,2026-05-31,8491.54,1528.4772,2026-05-31,Pending
INV01750,S036644,C00657,2025-05-05,47511.51,8552.0718,2025-05-05,Pending
INV01751,S048623,C00409,2024-10-07,27705.47,4986.9846,2024-10-07,Paid
INV01752,S038449,C00454,2024-11-19,58963.0,10613.34,2024-11-19,Pending
INV01753,S082332,C00529,2024-06-21,13902.39,2502.4302,2024-06-21,Overdue
INV01754,S065600,C00566,2025-03-12,38297.36,6893.5248,2025-03-12,Disputed
INV01755,S007434,C00343,2024-12-29,11976.23,2155.7214,2024-12-29,Overdue
INV01756,S099350,C00336,2026-01-14,30948.05,5570.648999999999,2026-01-14,Disputed
INV01757,S060110,C00668,2026-02-07,13351.689999999999,2403.3041999999996,2026-02-07,Pending
INV01758,S059002,C00095,2026-05-08,44976.509999999995,8095.771799999999,2026-05-08,Overdue
INV01759,S002052,C00073,2026-03-05,26448.66,4760.7588,2026-03-05,Disputed
INV01760,S039425,C00976,2024-10-27,20203.21,3636.5777999999996,2024-10-27,Disputed
INV01761,S081754,C00561,2025-03-13,46951.590000000004,8451.2862,2025-03-13,Overdue
INV01762,S059790,C00592,2025-12-05,52741.02,9493.3836,2025-12-05,Pending
INV01763,S030374,C00646,2025-02-23,28480.63,5126.5134,2025-02-23,Overdue
INV01764,S079655,C00871,2025-10-20,48625.259999999995,8752.546799999998,2025-10-20,Overdue
INV01765,S087014,C00879,2025-12-30,21673.09,3901.1562,2025-12-30,Disputed
INV01766,S005092,C00680,2025-06-23,36122.700000000004,6502.086,2025-06-23,Pending
INV01767,S014898,C00430,2024-07-30,40949.37,7370.8866,2024-07-30,Disputed
INV01768,S006919,C00463,2026-03-30,58356.25,10504.125,2026-03-30,Paid
INV01769,S072396,C00900,2026-02-24,34946.15,6290.307,2026-02-24,Overdue
INV01770,S096121,C00315,2026-02-08,51918.1,9345.258,2026-02-08,Pending
INV01771,S008425,C00606,2025-05-16,47218.45,8499.321,2025-05-16,Pending
INV01772,S099025,C00315,2026-05-10,12245.69,2204.2242,2026-05-10,Disputed
INV01773,S016956,C00860,2025-02-04,51322.14,9237.9852,2025-02-04,Pending
INV01774,S018571,C00251,2024-07-23,37227.560000000005,6700.960800000001,2024-07-23,Overdue
INV01775,S071837,C00772,2026-02-09,47237.36,8502.7248,2026-02-09,Disputed
